run,best,mean
1,-9.274714993877068e-05,-1.782796880337254
2,-0.00013702061084850875,-2.12948706893763
3,-0.00017206725514825764,-1.4127600826815865
4,-5.7871452086278764e-06,-1.3286701332818303
5,-1.652973466820968e-05,-1.637328534674468
6,-1.6207582869667566e-05,-1.2984028408815251
7,-4.242566571359599e-05,-1.3350231250025753
8,-2.484521836319974e-05,-0.8349098740017213
9,-2.652578644899669e-05,-1.9939906340189828
10,-0.0001299237345193139,-1.8085740123845686
11,-3.6438677670786375e-05,-2.2612914475762453
12,-4.3869149912130604e-05,-2.406806877141965
13,-4.581102525902614e-05,-1.7080031292690394
14,-6.284558838950277e-05,-1.524085437389049
15,-1.5638238216844784e-05,-2.2107854132047082
16,-6.470525685352106e-05,-1.7307241686279495
17,-2.687635779637268e-05,-1.2866345963876038
18,-3.769695796382426e-05,-1.6743649987874034
19,-2.2955985938977165e-05,-1.4860953705435618
20,-0.00013503009801872325,-1.801483039488183
