run,best,mean
1,-1.105506144534225e-05,-1.6895548172975328
2,-2.8510005016316426e-05,-1.5987431250053563
3,-4.815921432341693e-06,-1.9512547781191463
4,-7.181610453811679e-06,-1.163810175551928
5,-3.918702924155393e-06,-1.152264375485929
6,-3.5629817256553025e-06,-1.7003275787396679
7,-3.0500899316563414e-05,-1.4432561172546414
8,-3.174449299713521e-05,-1.969950100660613
9,-1.673076959755293e-05,-1.6271155170386635
10,-9.370106449324238e-06,-2.029841282185408
11,-1.1381027948424469e-05,-1.523766350852911
12,-3.340584450880992e-06,-1.2224336153381885
13,-6.694091213394042e-06,-1.6430712757817774
14,-1.600540352896979e-05,-1.3342992162946488
15,-6.273710772911942e-06,-2.0559971433552175
16,-3.5750695706713126e-05,-1.5751871410870388
17,-5.996000282284584e-06,-1.9389746699356472
18,-3.1519997634854983e-05,-2.132276971231525
19,-5.168624245876183e-05,-1.7704388498695975
20,-4.4379557379787564e-05,-1.7743761358266639
