Epoch,Best,Avg,Std
1,17.38241694739504,79.74717261495095,23.114700314588745
2,17.38241694739504,90.2821963928486,24.7100697267884
3,17.38241694739504,98.37170705096774,23.63126902528723
4,17.38241694739504,98.52415702884409,27.814947725784148
5,17.38241694739504,107.55384064725222,28.44282416519898
6,17.38241694739504,111.3802552775468,26.142646820953136
7,17.38241694739504,116.37473402262872,28.053852886469723
8,17.38241694739504,110.847147483931,28.725879950340772
9,17.38241694739504,116.12982151854175,28.498051217809728
10,17.38241694739504,118.16113892212161,29.56511045854486
11,17.38241694739504,124.13626595969014,28.588169523927306
12,17.38241694739504,127.72590496910658,29.365199624351547
13,17.38241694739504,130.67892876686741,30.509826739661303
14,17.38241694739504,140.10307258633068,28.748115558002088
15,17.38241694739504,140.8844725769495,29.08931304605223
16,17.38241694739504,147.21177152588064,28.653498259272105
17,17.38241694739504,146.95181593852558,30.21174942565568
18,17.38241694739504,153.0665333162888,32.016067866164995
19,17.38241694739504,156.66193133904608,33.01227381441559
20,17.38241694739504,160.91326644147995,31.655734382221677
21,17.38241694739504,161.84794063917394,34.50363026828917
22,17.38241694739504,168.93387631448059,31.69695482648975
23,17.38241694739504,167.15506810490012,33.085550359026556
24,17.38241694739504,172.99320859635645,32.15618581273321
25,17.38241694739504,176.88562143776932,32.865863119615206
26,17.38241694739504,178.51999572428525,35.47360274637804
27,17.38241694739504,184.08110147013716,36.17032769126687
28,17.38241694739504,188.83541607389284,35.582161135543885
29,17.38241694739504,196.10907335581874,34.62589792421104
30,17.38241694739504,198.11465993919307,35.610591418481604
31,17.38241694739504,199.6024642783416,41.14128396639123
32,17.38241694739504,204.52312485587652,38.41318101529131
33,17.38241694739504,211.82779695375305,37.5017134216538
34,17.38241694739504,211.471290768874,40.92673351692023
35,17.38241694739504,215.02952320769535,41.415654801596965
36,17.38241694739504,215.0464640166105,40.6405397182677
37,17.38241694739504,218.16273731644077,39.42069471538114
38,17.38241694739504,215.50248933360473,41.721670730623394
39,17.38241694739504,215.07467116073985,42.115354220079865
40,17.38241694739504,215.60503399427563,42.29860890090711
41,17.38241694739504,218.8493588775732,40.08415188116002
42,17.38241694739504,218.64919409209048,44.627740965713386
43,17.38241694739504,220.50000109847383,41.85353990696168
44,17.38241694739504,222.12453097293667,43.86802261164208
45,17.38241694739504,225.20009128770937,39.672067587035194
46,17.38241694739504,224.91340666858974,41.183298278456306
47,17.38241694739504,225.6799880943071,43.08373586770085
48,17.38241694739504,224.61307950855388,41.84476606617268
49,17.38241694739504,224.5635595079054,42.8551244626374
50,17.38241694739504,225.6973860571121,42.86722511803501
51,17.38241694739504,226.55261662946054,43.11277231008775
52,17.38241694739504,225.52243253419866,38.933002092661404
53,17.38241694739504,224.14110146017703,43.807908924425554
54,17.38241694739504,226.83246079550264,42.54324382884095
55,17.38241694739504,223.6838255893926,42.18075401137882
56,17.38241694739504,225.4620366961624,42.08494400821141
57,17.38241694739504,230.5501172009495,37.273905903097024
58,17.38241694739504,224.54541464249886,44.24469901416753
59,17.38241694739504,228.57390556918,38.25560799819048
60,17.38241694739504,226.101168102182,41.80891191933179
61,17.38241694739504,225.3892449018398,42.58855683797689
62,17.38241694739504,224.40381731297288,42.67480241189922
63,17.38241694739504,224.6593226617537,43.08916981681264
64,17.38241694739504,225.30278007013558,45.965861427624176
65,17.38241694739504,230.30325355396621,42.47318383344243
66,17.38241694739504,231.4090825346885,42.251000764492716
67,17.38241694739504,229.73165226125337,41.21154216177517
68,17.38241694739504,231.03103210961746,39.20668896775663
69,17.38241694739504,229.2694387548901,41.7254722696075
70,17.38241694739504,229.0462238923396,42.24096313761056
71,17.38241694739504,228.61435398659515,41.79007827263408
72,17.38241694739504,233.30787601510707,38.65138980966107
73,17.38241694739504,228.9407216060591,40.007772388141994
74,17.38241694739504,229.5444363276604,41.11177726321514
75,17.38241694739504,231.53984034042224,40.91714284366027
76,17.38241694739504,233.62915795278536,36.771621275739776
77,17.38241694739504,234.23786609678865,38.020987005765235
78,17.38241694739504,235.0964348671882,36.63915261184406
79,17.38241694739504,231.47490940127406,38.42604161096713
80,17.38241694739504,231.99176120772765,40.05977057103709
81,17.38241694739504,232.00029808196143,39.9669790593075
82,17.38241694739504,231.25379683758186,41.35791183924123
83,17.38241694739504,231.60175736540398,38.85258172890887
84,17.38241694739504,231.99718075601447,38.50311748898454
85,17.38241694739504,234.40965643728453,38.7323195311467
86,17.38241694739504,230.689421950364,37.48263899734763
87,17.38241694739504,229.7185469628436,42.00553099185023
88,17.38241694739504,232.23537381425666,40.446755764196794
89,17.38241694739504,234.4405580700671,38.99600598858439
90,17.38241694739504,227.95162063124235,43.19453509678307
91,17.38241694739504,234.88149549053142,37.078060887744606
92,17.38241694739504,235.1798125614159,35.63885092976136
93,17.38241694739504,235.94598243139558,35.43205774682196
94,17.38241694739504,233.70414670472994,37.816705300177595
95,17.38241694739504,228.99211199532104,40.19549026602968
96,17.38241694739504,230.45283626300278,38.43564422807765
97,17.38241694739504,233.08641206894416,37.86381094699135
98,17.38241694739504,232.65182739655788,36.677536574758115
99,17.38241694739504,230.5602356291346,38.21076939515548
100,17.38241694739504,233.79301632108462,38.62555019228723
101,17.38241694739504,233.67992565081934,39.728314957841434
102,17.38241694739504,236.97050418398257,34.465600464744966
103,17.38241694739504,231.15279673669738,39.99774121338415
104,17.38241694739504,234.96037385079995,37.579170696065226
105,17.38241694739504,233.10834311102352,37.181474899956086
106,17.38241694739504,237.1843936506414,35.21079927133858
107,17.38241694739504,236.0486424311991,34.56612014524301
108,17.38241694739504,234.1294551461567,36.386397087623514
109,17.38241694739504,234.8684676280075,36.87026833571241
110,17.38241694739504,234.2666129076424,36.27766174044274
111,17.38241694739504,236.01421405779334,37.443341624596265
112,17.38241694739504,238.56021890302296,33.72346168224719
113,17.38241694739504,236.61737193450153,34.66541736368594
114,17.38241694739504,238.57329297472126,34.02677758546607
