Run,Fitness,Time (s),Solution
1,10.231388739924284,4.3429,"[-0.310382713788683, -0.8340963193554298, 1.0269791857413173, -2.8544833058658363, -0.3866813159982909, 0.25605810901544324, 0.13520112311542487, 0.04974668864066434, 0.009461026673990958, 0.025331135933589266]"
2,2.4952777205596486,4.6326,"[-0.6430446194225725, 0.19379844961240345, 0.26582433009827255, -0.018616858939144443, 1.1075505096746632, 0.28108405054019414, -0.008240249038637515, -0.08087651834218423, 0.7986937679301711, 0.1516816211926999]"
3,4.746600917996018,4.3676,"[0.1455777330159309, -0.5209668558871998, 0.229811389855338, -1.0507843496307148, -1.0257584081059634, -1.3797839223585422, 0.39339559299273663, -0.4263565891472867, 0.03998046755783413, -0.054019410364402276]"
4,6.179475534241015,4.2875,"[-0.30244765915888383, 0.07416224134773852, -0.21027894768967847, 1.3047060977842886, -1.569614844656046, 0.014954526033083226, 1.250381493011048, 0.3958371482634435, -0.3897332600866754, 0.008850637856314236]"
5,3.876307848763766,4.6042,"[-0.35249954220838653, -0.01678569248611339, 1.064823292437283, -0.13825306720380848, 0.20234389305987932, -1.2509918818287251, -0.9152780321064515, 0.03509735701641947, 0.39034364890435214, 0.03937007874015741]"
6,5.215281766420754,4.3137,"[0.4794604162851739, 0.4489409754013307, 1.268693157541354, -0.002136360861869413, 0.13031801257400932, 1.5983031190868582, -0.11139595922602741, 0.0454739669169264, -0.3232008789598977, 0.6955380577427821]"
7,8.315243257492105,4.3604,"[2.5102240126960877, -0.0003051944088383607, 0.017396081303790112, 0.04669474455227984, -0.9342000854544343, -0.8322651529023988, 0.6448757858756027, 0.04486357809924879, 0.019837636574497886, -0.1669413416346215]"
8,3.984376810770327,4.6599,"[0.4208630897881953, 0.25911005310382684, 0.34029176585484944, -0.8182262100958306, -0.3726423731917228, 0.021668803027528938, 1.569614844656046, 0.491668192638711, 0.33174632240737356, -0.002136360861869413]"
9,8.62492197311779,4.3418,"[0.04974668864066434, -0.07233107489470836, 0.6332783983397423, 0.9641091375206008, -0.5893304034670086, -0.16266861991088355, 2.0927180614051153, -1.5909784532747362, -0.037538912287127246, 0.02838308002197376]"
10,7.39215339977462,4.2654,"[-2.053042788256119, 0.40682414698162717, -0.7523042177867305, 0.0027467496795461344, 0.054019410364402276, -0.08453885124824545, 0.08820118415430667, -0.4922785814563877, -0.5063175242629558, -1.3889397546236952]"
