run,best,mean
1,-4.590372257938717e-05,-1.6404392091544524
2,-7.92385182160943e-05,-2.3344861350505606
3,-0.00022538671567268892,-2.424757852861222
4,-9.812569260720218e-05,-1.0592946928654652
5,-1.924103592115066e-05,-2.2690495900187035
6,-0.0006742216095376792,-2.4082936302386306
7,-0.00015823284765770836,-2.646778516598083
8,-0.00029928078514222583,-2.4630178029051764
9,-0.00016005150804792426,-2.5250599184103333
10,-0.00020150628377187726,-2.4626254839808452
11,-0.00011077487139666357,-2.057051214707225
12,-0.00011007239355533753,-2.892099151328058
13,-0.00010093369662026771,-2.0528534591339693
14,-6.035401411818033e-05,-2.0467450432820047
15,-0.00015929505213734408,-2.639716951850098
16,-0.00011179950103654693,-2.617590081237513
17,-0.0001784612721656551,-2.8027520806539203
18,-5.18010650654569e-05,-1.6797951297675444
19,-0.0003771944087872284,-1.4522640766696515
20,-6.073224207346401e-05,-1.1797493989105503
