Epoch,Best,Avg,Std
1,9332.124517335114,16061.905542049333,4169.2603052722325
2,7647.540628238914,14409.090665072934,4017.3160900452726
3,7630.092799387484,13217.826033810377,4398.363620748051
4,7169.6688940933345,12223.290725389976,3624.957684037794
5,7116.621610596013,11760.995384346905,3633.933352538023
6,7116.621610596013,10995.858908042144,2471.893989134817
7,7116.621610596013,10339.685054647103,2182.1451636458
8,6705.176159808603,9883.247773843827,2084.71449705923
9,6705.176159808603,9478.165816919825,1897.649262768432
10,6705.176159808603,9142.307924358207,1587.6220166010874
11,6529.317564280907,8872.150825493223,1513.7112079565047
12,6529.317564280907,8656.353893276002,1447.2316030318586
13,6070.172931822145,8356.109425062083,1240.475908007406
14,6070.172931822145,8313.341123502994,1233.2085299592877
15,6070.172931822145,8283.91776952234,1263.7918968422061
16,6070.172931822145,8139.40924335451,1229.1278888536397
17,6070.172931822145,8020.71685099351,1096.52757483498
18,6070.172931822145,7952.752336254602,1102.7277889712514
19,6070.172931822145,7867.343311514312,1072.6617461955552
20,6070.172931822145,7826.090395804518,1096.0361823349137
21,6070.172931822145,7744.460900955688,1138.539586187854
22,6070.172931822145,7687.711000125331,1138.072497546291
23,6070.172931822145,7546.800793198418,1047.5198279739775
24,5967.298702267767,7518.412880300254,1048.479310671623
25,5967.298702267767,7432.618153712836,978.6040884019657
26,5967.298702267767,7369.22164056771,957.6523870554987
27,5967.298702267767,7366.198560267843,959.6799013434764
28,5967.298702267767,7299.690119133658,846.2263808406074
29,5967.298702267767,7299.68408977107,846.2287302143934
30,5967.298702267767,7242.157559940842,785.7591210373496
31,5967.298702267767,7207.335667707338,768.0447361335729
32,5967.298702267767,7207.335667707338,768.0447361335729
33,5967.298702267767,7207.335667707338,768.0447361335729
34,5967.298702267767,7171.705361256197,784.0929581321436
35,5967.298702267767,7158.889124683665,781.1429202211046
36,5967.298702267767,7127.16924225593,794.1422742758642
37,5967.298702267767,7113.017607084833,790.0439149767642
38,5967.298702267767,7103.840562301056,786.7702018531684
39,5967.298702267767,7096.116876629271,776.8532848588085
40,5967.298702267767,7090.826376063278,773.0467894437247
41,5967.298702267767,7078.301345154756,771.7511001465402
42,5967.298702267767,7061.291821545103,774.5761518605569
43,5967.298702267767,7049.072983086559,774.5763531564148
44,5967.298702267767,7047.643796126603,771.4878261132625
45,5967.298702267767,7040.064969364844,760.2655572741238
46,5967.298702267767,7034.185965748806,760.3013264619755
47,5967.298702267767,6990.897901252258,726.02584822178
48,5967.298702267767,6968.620681841097,733.0767477801593
49,5967.298702267767,6968.620681841097,733.0767477801593
50,5967.298702267767,6939.8557513989,701.867839616909
51,5967.298702267767,6939.854464813954,701.8670562279439
52,5967.298702267767,6938.256708034145,702.451224775444
53,5967.298702267767,6938.256708034145,702.451224775444
54,5967.298702267767,6938.200590375421,702.4946625087781
55,5967.298702267767,6936.879532560723,701.3899541717096
56,5967.298702267767,6909.382680899003,691.5054680248323
57,5967.298702267767,6906.256983735543,689.7801462635779
58,5967.298702267767,6893.316854608756,693.9548088313709
59,5967.298702267767,6886.449100859306,698.5853441321553
