run,best,mean
1,0.0002290035016965002,1.1467921112411223
2,0.00029714072152772525,1.0607448620088986
3,0.00017418158960019243,1.0312272972408287
4,0.0006422844737014267,0.822200769679721
5,0.00012977433905279082,1.3379197418162228
6,0.00033839914814825774,1.037759138736497
7,0.0002473944853920444,0.7811468577004999
8,0.0004699825500275459,1.2518117081381983
9,0.00023103105551051343,1.2321537178660436
10,0.00043336305479628836,0.9482815557358404
11,0.0002793689710422623,0.41789163267320467
12,0.00030765844980593234,0.954408609076313
13,0.000191439863725083,1.1613778185386965
14,0.0004042204475203804,1.1511257963314263
15,0.00025972691957925134,0.5827709622120151
16,0.0003134525590840996,0.9982951783487362
17,0.00048505364416365676,1.308341829741283
18,0.0005931928941169084,1.0831107033207272
19,0.001433184123809134,0.8694942632016013
20,0.00038302933736540824,0.904983854258954
