run,best,mean
1,-0.00043414718465229765,-1.8487707789937509
2,-0.00015004305847736755,-2.957330511379511
3,-0.0003124594449220506,-2.9696486230943298
4,-9.491523726500211e-05,-2.921979559096153
5,-5.483280149988899e-05,-1.518422345930209
6,-0.00022715616637431385,-2.4044040795528536
7,-0.0011709154051110894,-2.321315939697853
8,-0.0013148388668789467,-2.7979069493112876
9,-0.0018842725930627816,-3.322679532230448
10,-0.0004595338526413456,-2.0149670204313113
11,-0.0003436330197007426,-1.866844677045982
12,-1.7594037235315984e-05,-1.5855731539025102
13,-5.4296644776584395e-05,-1.7707180580661055
14,-4.947733779395284e-05,-1.42474021383074
15,-3.70515099553905e-05,-1.5017363907148935
16,-0.000216017610583337,-2.753914966058333
17,-0.0002544120395887648,-2.5881900575731525
18,-7.99602603153786e-05,-1.9750193673877152
19,-0.0003010199089427049,-2.5940019062664037
20,-0.0026392678532916633,-2.0518384513120327
