run,best,mean
1,-0.00030975195837365066,-2.526427071870437
2,-0.0013577140478389683,-2.8462627680339905
3,-0.0001090899164006456,-1.5984417198627163
4,-0.0012534444397809476,-2.7666509264508865
5,-0.00010694605244825257,-2.149227744123698
6,-0.00039509090440885804,-3.061576875687438
7,-0.00021515872985575902,-2.892233357241693
8,-0.00012512121223670682,-2.2443113902642904
9,-8.774263905067102e-05,-2.012576520573392
10,-0.00029458755414469337,-1.776907238655667
11,-0.0003175745822418771,-3.283492399287445
12,-0.00012807798972688114,-2.590906592997298
13,-0.0015918392502565393,-1.8029225401059654
14,-0.00043029738482889266,-2.5453284157662814
15,-6.808794610578725e-05,-1.9668371903728545
16,-0.0007885465880322112,-2.95020329171578
17,-5.467620787845318e-05,-2.6139234494892443
18,-0.0019854755601399015,-3.2778901718720257
19,-0.0003429286345071137,-1.9528100224323686
20,-0.0006274081276089156,-3.0539229592860906
