run,best,mean
1,-33.41558155363201,-33.41776244648703
2,-47.166215403781734,-47.702049215384754
3,-17.749943792839684,-17.749943792839684
4,-23.33512922695751,-24.731785714457136
5,-44.7095286255499,-45.033534743312146
6,-29.65887012382695,-30.022275975623046
7,-30.393390596773347,-35.02806913802499
8,-19.745563199765744,-24.188205165609645
9,-24.500405312001476,-25.07908590058418
10,-22.055205005682925,-22.055205005682936
11,-37.93117233749247,-38.057828105220814
12,-34.737331498603695,-36.040075054632695
13,-26.557076915339,-26.878843036483122
14,-36.535652286262255,-36.53565228626224
15,-35.234218787244764,-36.19720904411268
16,-20.01182288291615,-23.898612112872392
17,-39.623647551066696,-39.62525920557073
18,-30.251923116176012,-30.267366220898296
19,-37.15270378610815,-42.68080102964292
20,-50.92240019684013,-50.93141234809802
