run,best,mean
1,-0.00012255372534497868,-2.6469748656142387
2,-0.00022375688315729993,-1.896488419001437
3,-0.0007870067825439433,-1.247137052849633
4,-0.00032345018091203045,-3.5296687764970662
5,-0.0009341134245166384,-1.7874180825236348
6,-0.00024020283737703887,-2.5596257884961577
7,-0.00023675949432254754,-2.8732676529463133
8,-7.154578503751817e-05,-2.284232210613822
9,-0.0004888912465877758,-2.12323964260265
10,-0.0005357272352733082,-2.369737180184205
11,-3.43686282512905e-05,-2.0708034566931097
12,-4.099801253888959e-05,-1.8579477373606057
13,-0.00015433994167301178,-2.0985156028407608
14,-0.0001685571547643154,-1.7762819097955593
15,-0.00014848894784712648,-1.6746250696838751
16,-0.00047676906923071403,-1.6982697107803044
17,-0.00030758348957700583,-1.8442938487801677
18,-0.00027558860891050877,-2.506109494148164
19,-5.053114992356344e-05,-1.084305516515485
20,-0.000404415758925533,-1.6457088560942892
