Epoch,Best,Avg,Std
1,10309.632232986385,19799.74969135503,6896.114537976944
2,10309.632232986385,20894.6887601674,7979.992957516048
3,10309.632232986385,21738.64856316745,9047.237477774243
4,8876.088479608194,22808.235591501332,9753.936305663347
5,8876.088479608194,23675.41719593075,9988.206967737482
6,8876.088479608194,25781.511649950113,10873.00795129418
7,8876.088479608194,27046.443565432928,12390.001049583285
8,8876.088479608194,27554.613602227397,13047.416240886168
9,8876.088479608194,30753.62036730266,14660.570047464174
10,8876.088479608194,32978.65304068381,15515.837660962012
11,8876.088479608194,33775.940217764204,15938.338977226811
12,8876.088479608194,36930.0755636235,17744.631215386988
13,8876.088479608194,36689.46383665221,17943.079260193175
14,8876.088479608194,40419.10037351511,19648.790236230845
15,8876.088479608194,39618.88389819732,21318.189653796602
16,8876.088479608194,41588.03553494797,21840.20873630006
17,8876.088479608194,43229.844896265815,21130.606861310596
18,8876.088479608194,45521.697957448494,22499.77804594559
19,8876.088479608194,45887.106437027134,22037.47255485315
20,8876.088479608194,48666.982000505515,22562.66590804569
21,8876.088479608194,52402.24208787585,22945.444298766655
22,8876.088479608194,50271.26332961742,25399.334389596657
23,8876.088479608194,54330.12471157794,26223.806522198858
24,8231.189648129535,57165.88838368163,27568.616402346448
25,8231.189648129535,56748.10482654635,27001.311258302525
26,8231.189648129535,60153.27227961961,27581.536275835606
27,8231.189648129535,60173.28138929413,27656.37328942284
28,7704.769299145692,59079.93378086685,27886.869172804392
29,7704.769299145692,59127.67347631789,27748.78825457978
30,7704.769299145692,57572.498016963385,26708.8505356954
31,7704.769299145692,58581.51896049008,26225.879997322852
32,7704.769299145692,60873.226915911895,25881.600057568125
33,7704.769299145692,59539.889213624614,27419.160906732915
34,7704.769299145692,60974.20182804768,27684.76868663263
35,7704.769299145692,63024.606172908985,29715.939024294516
36,7704.769299145692,63245.37501635518,29268.875874072248
37,7704.769299145692,64190.80705013852,29412.502019140422
38,7704.769299145692,64052.951597259,29052.489193883775
39,7704.769299145692,64497.31276486773,30169.995608678986
40,7704.769299145692,62676.349233014065,29938.46172846218
41,7704.769299145692,61608.423066992575,31247.34218139323
42,7704.769299145692,65413.6389869631,30485.39561482573
43,7704.769299145692,67764.78962341536,31328.92451932188
44,7704.769299145692,70754.18585561264,31874.81019637725
45,7704.769299145692,67149.33371058157,31387.15237708667
46,7704.769299145692,67713.7193561908,30479.847156806023
47,7704.769299145692,67219.52621803155,31404.650446950534
48,7704.769299145692,62322.597395660654,31080.519426671322
49,7704.769299145692,64472.07049893086,30284.51185011362
