run,best,mean
1,-25.362630328260874,-26.277092035870602
2,-22.90911525655619,-25.737823120485825
3,-35.27814664107289,-35.310875800698916
4,-32.93969076919568,-33.507891922937446
5,-31.871976909993577,-32.648256480722274
6,-40.6030630395292,-41.39764827081107
7,-21.6323356839187,-21.632335683918715
8,-30.872197076239306,-30.87219707623932
9,-34.57623123538922,-37.0162741013088
10,-30.174623875302288,-30.842044722014258
11,-28.71240921215157,-36.55775784562757
12,-33.773547045051465,-35.50738054716754
13,-34.54144142789832,-34.70398908076997
14,-31.517240178966816,-31.68807130352248
15,-23.25702237555749,-24.537582562670984
16,-17.009215102638226,-18.37404015900822
17,-23.700783194154532,-29.639858874482332
18,-23.191471570940994,-25.391940662629708
19,-19.63096128974329,-22.368856559952853
20,-37.909941071792595,-42.362434758958635
