run,best,mean
1,3000.415582990754,3035.6079311041617
2,3000.2376702068677,3042.6378282545384
3,3000.292094475857,3042.4397813568316
4,3000.272675422185,3033.5153003001
5,3000.3991041868844,3035.1757577112826
