run,best,mean
1,3015.335529370145,3050.6862714677013
2,3013.7082837549337,3063.6804824380847
3,3017.8425832636954,3056.4874130090784
4,3015.0781180630347,3055.185052206712
5,3021.511950193824,3058.931112973562
