run,best,mean
1,-4.703578383591864e-06,-1.5940036997242142
2,-3.42551407911747e-05,-2.495024684135474
3,-2.158765141990937e-05,-2.0390381175480585
4,-6.552565674900255e-06,-1.1042023785848347
5,-4.8487040494943585e-05,-1.389763690683928
6,-1.1194488896339838e-05,-2.2592856402947805
7,-7.030357418736284e-06,-1.9534052627518625
8,-1.4407042326044541e-05,-1.7525516838236261
9,-4.066136486311268e-05,-1.7760453938422676
10,-2.4873447176807445e-05,-1.8669572208501686
11,-4.6724885415746225e-06,-2.2699788094959716
12,-3.4786338398593485e-05,-1.7223013786387928
13,-5.547901244923524e-05,-1.9180581278962159
14,-0.0001163723781057631,-1.8785287575757441
15,-1.2793422304944943e-05,-2.029802685070953
16,-3.1527102522065056e-06,-1.1425766793980854
17,-2.76753476626082e-05,-1.9264816577624264
18,-8.755176077217715e-06,-2.044894379067352
19,-3.9609841556214675e-05,-2.308179361041783
20,-3.6215135984650174e-05,-2.3298629634172063
