run,best,mean
1,-0.00010876997536761285,-0.9119236175437186
2,-0.00014060686927751384,-0.5963660806738692
3,-7.243183700736145e-05,-0.7900830985946152
4,-0.00020196957426383178,-0.7685193616800916
5,-0.00024352010414202692,-0.8581528197800304
6,-0.00014056789364463835,-0.9564498049107861
7,-8.300512301254447e-05,-0.6516283325248593
8,-0.00011333260977115892,-0.9335470432156145
9,-7.389222619604984e-05,-0.8544072568028186
10,-0.00010280117928833265,-0.7686099902418836
11,-5.348491725835042e-05,-0.6847581948257939
12,-9.428844482967497e-05,-1.077766113239627
13,-0.00013191730029511362,-1.0358435987758883
14,-0.00012288272745336083,-0.9310825925868825
15,-0.0001395346438448986,-0.821390043818114
16,-0.0002051683147519265,-1.362708537768526
17,-0.00010120073512711393,-0.8940722314555825
18,-0.00012606232925847227,-0.7636163363958647
19,-8.461830504892962e-05,-0.9193788767997171
20,-0.00013221073887145565,-1.0905208727512605
