run,best,mean
1,-0.16968414102853446,-1.1341720063217828
2,-0.2030132522772493,-1.1409896755832531
3,-0.2525158890117011,-0.8535831400708477
4,-0.1334056503922444,-0.8372655173764257
5,-0.2550914804196128,-1.3525814755213852
6,-0.1720613252455828,-1.0664524672410012
7,-0.24772560242968425,-0.9967231197089682
8,-0.19719512087344176,-0.9082160969651847
9,-0.1482640998670732,-0.851937297268002
10,-0.20290052908858877,-1.0284571531768196
11,-0.055726475657253124,-0.7930276064855634
12,-0.26151254727534945,-1.0441307879293573
13,-0.19086289329916553,-1.0254456213404757
14,-0.2553635284063108,-0.9569900827693807
15,-0.24769715855847696,-0.9957793025572851
16,-0.2106811467801445,-0.8845372611900173
17,-0.12885874450550777,-0.8650956818376606
18,-0.12705880471823813,-1.0217784306359559
19,-0.1894527132189149,-0.999684698106155
20,-0.2501118029877792,-1.0518138768750955
