Run,Fitness,Time (s),Solution
1,1.2842637132683963e-211,1.2013,"[-2.0004297885375892e-106, -5.565904801555474e-107, -6.885601550955972e-107, -6.0085860064469e-107, -4.681043401715354e-107, -7.0196217534013e-107, -3.9468398098480523e-107, -1.3383163123999788e-106, -1.796536776959058e-106, -1.3452493186460497e-106]"
2,9.555132760002892e-185,1.1137,"[3.0926224834877795e-93, 3.0697099783073196e-93, 3.109238930997624e-93, 3.0829488724229773e-93, 3.0693293522298004e-93, 3.158792074160058e-93, 3.051337063788224e-93, 3.088907462354304e-93, 3.0927761847988648e-93, 3.094500312877548e-93]"
3,3.2321097620758936e-121,1.2037,"[3.97629336790061e-63, 3.471423895401165e-61, -1.713721117493028e-61, -2.8395143832485244e-63, -2.9286100449849264e-61, -3.8628096458906093e-62, -1.189538713492828e-61, -1.6004167514776867e-61, -2.0481222100989914e-61, -6.5876841117903095e-62]"
4,1.6003068946248353e-217,1.1443,"[2.05944862258475e-109, 1.8355761441781277e-109, 1.4078216130019791e-109, 1.1529454374062606e-109, 6.616045409540925e-110, 5.295997452130698e-110, 2.1313095666694713e-111, -8.32224330974512e-110, -1.1428056727655718e-109, -1.537498881585289e-109]"
5,3.1774734061499853e-175,1.0981,"[2.0769867577252975e-88, 2.1466282378641166e-88, 1.83134931452619e-88, 1.087113298586222e-88, 1.6044466503349258e-88, 1.7447893609966153e-88, 1.0972656090286478e-88, 2.0178737234213423e-88, 2.0071777562084686e-88, 1.8423039784172739e-88]"
6,5.5757772164064695e-297,1.5668,"[-2.6511853505142586e-149, -9.93385177154349e-150, 3.1295285974369464e-149, -3.780894655534869e-150, -3.174770259042507e-149, 2.0606683752087296e-151, -6.505512230981716e-150, 2.5040550211434394e-149, -4.282508305322705e-149, -1.6408219720289247e-149]"
7,4.526969402342455e-259,1.1129,"[-2.661704812483184e-130, -1.6639667806411248e-130, -1.666566374329008e-130, -1.289124940138387e-130, -2.262515292052777e-130, -2.0914108813271365e-130, -2.134224108643549e-130, -2.3846688696719225e-130, -1.9051471510445863e-130, -2.7591358654265394e-130]"
8,6.16667365412774e-206,1.1268,"[-9.054518980862182e-104, -1.2340697308330306e-103, -3.0506204369588835e-104, -4.5804591739101346e-104, -7.763141375303273e-104, -7.937971267492852e-104, -8.745334962945846e-104, -6.968217957097099e-104, -7.458995610839246e-104, -6.939166923857688e-104]"
9,9.18131866615639e-173,1.1479,"[-3.1887136157634633e-87, -3.0083649439180226e-87, -2.944232717989107e-87, -2.834107821060643e-87, -3.2948309142460115e-87, -2.615570884622607e-87, -3.2084144431332713e-87, -3.1142719136732615e-87, -3.0587140963260445e-87, -2.974708816526156e-87]"
10,5.765660666140808e-169,1.2058,"[-2.3956380077410672e-85, -2.3982548356418593e-85, -2.396643169714301e-85, -2.406473336409769e-85, -2.407310201409012e-85, -2.39525545608671e-85, -2.4022443309443632e-85, -2.4060583208328007e-85, -2.4005186638866305e-85, -2.4033541371619292e-85]"
