run,best,mean
1,-3.307968727047245e-06,-1.1099194204317795
2,-8.64268997705543e-07,-1.8079569172752794
3,-4.566167957621761e-05,-2.8878443148879573
4,-1.1937784076261364e-05,-2.265967572365953
5,-1.529033716264671e-05,-1.3022532433923375
6,-1.7325291300359327e-05,-1.4548351867431937
7,-2.602820592535099e-06,-1.456864909672703
8,-1.3045765010372563e-05,-1.7775395580638234
9,-5.403767402199454e-06,-1.6061016512373076
10,-6.874312161081773e-05,-2.1435068335072724
11,-1.943081747208873e-05,-2.1147320656552036
12,-1.9456185257290287e-05,-1.630219056091142
13,-5.13444926156312e-06,-1.4094596190042523
14,-2.1736615632262633e-05,-1.961164750259141
15,-8.412615609381766e-06,-1.3507411904593776
16,-5.5657922092242574e-05,-1.3911575219082166
17,-7.511482260663316e-05,-1.4238483444636734
18,-8.111444685822628e-06,-1.867001224864522
19,-6.562293171480041e-06,-2.3208073699697667
20,-7.353081422953961e-06,-1.3552208363139124
