run,best,mean
1,-35.50459452248115,-35.57596041401427
2,-21.29692321288692,-30.946718313626672
3,-7.962982770736646,-22.271104499273154
4,-32.06497124592009,-32.24840502489636
5,-16.22069239980634,-16.238949223868012
6,-40.175480624173105,-40.175480624173105
7,-24.018029120335896,-34.977316334931984
8,-39.021815887875135,-39.051897112894586
9,-35.80920793231174,-37.14390884653091
10,-44.99291852268613,-45.05091597509421
11,-27.459550588917722,-27.45955058891773
12,-36.44984491301066,-37.11841447261205
13,-32.51363193386351,-32.5935374323238
14,-18.774242102352417,-18.774242102352417
15,-25.110016832027178,-28.532855424045326
16,-32.231946014319696,-32.77222353611416
17,-28.59638189066554,-28.69321369557951
18,-26.22302876652005,-26.263146033591276
19,-31.437231867107158,-32.684189294920245
20,-22.622465537414076,-22.637951203342595
