run,best,mean
1,0.17293237462256644,1.4174052296636759
2,0.1546271352901551,1.41433991337563
3,0.2043804947408684,1.3489248625999375
4,0.15033060330694625,1.4637706821073633
5,0.18922779948608215,1.1934041515352378
6,0.08809953066751931,1.1608913503936715
7,0.09026630382461487,1.0431377221240548
8,0.16984671665274698,1.2984452956797325
9,0.10775601083862714,1.668686217612161
10,0.03904054314470682,0.9074127053365761
11,0.2843917028281861,1.333764468504129
12,0.2380962942487474,1.478077942624662
13,0.40987928545610763,1.764395436296497
14,0.2241773836091944,1.478469186245574
15,0.09234949731119756,1.3195106378224213
16,0.2006467930991921,1.3035958557381258
17,0.18744299713467377,1.2488031271156925
18,0.16985068865800587,1.034392225738857
19,0.18284482174463917,1.4277618017818217
20,0.1390192966329123,1.2456366600291842
