run,best,mean
1,-0.9670300239739027,-0.808162423816059
2,-0.9424777607107842,-0.8208274778941842
3,-0.9444857752481316,-0.8180451807349577
4,-0.9405347081156392,-0.7611542748657589
5,-0.9691148758287608,-0.8195883121670728
