run,best,mean
1,3157.2327776978673,3208.2420249528386
2,3091.518741694466,3146.6907814468696
3,3202.2816007413844,3306.4307461224635
4,3160.2873641299802,3261.9482046743187
5,3210.769371825752,3266.6390278665326
