Epoch,Best,Avg,Std
1,9932.408348292414,19487.050334652373,5768.471626543958
2,9932.408348292414,15712.785638160225,3579.634511774354
3,9768.658518475258,14310.561036237155,3521.2624889299805
4,8081.973593592117,14130.482530421621,3801.7270258233025
5,8081.973593592117,12544.551002047068,4346.425688516082
6,7972.611156025522,11206.995859375898,2668.3213980163296
7,7218.528131344989,9696.383684108949,2323.266986163331
8,7218.528131344989,8464.697569932416,1537.3610097575822
9,6452.067571018004,7934.541724997462,920.7714154361377
10,6052.053738841156,7669.2459601964,1175.6832554350508
11,6052.053738841156,7037.830790186933,844.3361922417412
12,6031.846425165335,7014.267112300568,1440.4196033413791
13,5694.358377973007,7101.77144582077,2148.790936219052
14,5694.358377973007,6210.004429275669,527.0655384687024
15,5687.274042611518,6280.2024769618465,1715.8105562891055
16,5687.274042611518,5845.252636378028,281.13348226338826
17,5687.274042611518,6012.679167240738,1828.0261955359717
18,5629.704423577949,6130.677407935267,2708.2028331832794
19,5570.844608754087,5798.636919842467,638.1588591459465
20,5503.885842685906,6281.092963316281,1743.659467132917
21,5503.885842685906,5999.917903098437,1516.507630069969
22,5489.842323585974,6334.553895532525,2333.043458718755
23,5489.842323585974,6093.476014919559,1986.7072873764243
24,5489.842323585974,6129.6264803803115,1964.8827355351884
25,5465.226386324697,5703.03370875426,860.3976196292059
26,5378.416175916836,5581.881456708599,463.81960024982385
27,5378.416175916836,6161.839272370459,2040.068985821289
28,5378.416175916836,6277.751764153588,2034.5893000432989
29,5339.7955061704415,5644.818411881657,1102.315561181774
30,5339.7955061704415,5763.980460431718,1741.1016256012442
31,5339.7955061704415,5415.6440150000235,300.46190449222115
32,5272.60796135292,5672.2856618344695,1390.6715640116502
33,5272.60796135292,6140.986511853827,2399.8263583546386
34,5272.60796135292,6468.442661336077,3268.8064130396056
35,5129.237211022389,5749.641391810537,1635.2340372898996
36,5070.157561519993,5756.4686864094065,2011.9435453650724
37,5070.157561519993,5723.443598005285,2219.060973679229
38,4932.088791689115,5364.223932677077,784.3014531608011
39,4932.088791689115,5939.075428304003,2670.868585557712
40,4930.664961931427,5655.880168781872,2155.3928880987805
41,4930.664961931427,5899.420902677529,3411.923187411641
42,4928.417410616563,5949.399211817158,3019.2723446919167
43,4928.417410616563,5432.158486108357,2157.9052371178564
44,4926.98893589842,5183.33962309543,1239.196396308634
45,4873.705302017522,5475.0116615950565,1495.8298876742176
46,4757.94145085746,5099.663512880814,1107.2032195497952
47,4757.94145085746,5444.6527284636795,2565.8765371704103
48,4701.6145527798435,4938.884562223602,656.7055745417093
49,4701.6145527798435,5015.790553934231,989.1889925248336
50,4701.6145527798435,5123.181090039136,1575.0312593433491
51,4700.171325669953,5345.676371307262,2111.4995291009113
52,4700.171325669953,5169.962211784526,1875.1360091355098
53,4590.385773991112,4779.155258370184,389.5678059874698
54,4590.385773991112,5022.893900293785,1254.3168629501122
55,4586.201456053574,5204.970816920764,1571.7156368797419
56,4572.620086465073,5512.6947121945805,3282.65096832083
57,4572.620086465073,4876.461717842235,1415.3137292546355
58,4568.765420371763,4996.514776703613,1880.730471130459
59,4539.171072234151,4790.481614195038,1210.074972026675
60,4523.687422135703,4891.206953607846,1275.4283513279217
61,4447.332062917679,5103.365381072347,1462.35861205332
62,4402.0306508392605,5344.714853594317,2488.3354390813315
