run,best,mean
1,-0.00016945055856796215,-1.2149065310624783
2,-8.243051992503815e-06,-0.4668749372004736
3,-1.4769248522264368e-05,-1.4064505974055304
4,-5.406776250408375e-05,-1.5576439233607349
5,-5.14979867896267e-05,-1.8584878034573473
6,-3.433143488200704e-05,-1.4956844498036144
7,-4.505704890637413e-05,-1.6799959289726962
8,-2.0887653136530545e-05,-1.4890668485736847
9,-0.0007229552229974331,-2.13428547183792
10,-8.147450728315746e-05,-1.3241005694383445
11,-1.2119745482900803e-05,-1.6804052814252775
12,-3.930943357355027e-05,-1.2166686895220171
13,-0.00012181691516277019,-1.4220534179602848
14,-8.205300722689059e-05,-3.1687576238611883
15,-3.35780307350361e-05,-1.0768462126144676
16,-0.00016014611272055065,-1.9217009166193484
17,-0.00013882363095009325,-1.9092633798209167
18,-7.25648833558083e-05,-1.2803988438530076
19,-8.69909992045651e-06,-1.4641359046989075
20,-5.881745112881453e-05,-1.287537245979401
