Epoch,Best,Avg,Std
1,31.036544325912836,82.1075754872976,26.023609727538066
2,31.036544325912836,82.00056390973991,26.06447095457187
3,31.036544325912836,81.31043278772877,25.846812428824684
4,31.036544325912836,81.04233693960455,26.094379223310572
5,31.036544325912836,78.63059431502046,26.909001254154184
6,31.036544325912836,78.59806693578267,26.93550979838059
7,31.036544325912836,78.59806693578267,26.93550979838059
8,31.036544325912836,78.58144801738138,26.93170444549792
9,31.036544325912836,78.46262332809856,26.91916030898858
10,31.036544325912836,78.31908898153328,26.64823648319914
11,26.426733858397878,77.77640530025083,26.777328359024313
12,26.426733858397878,77.7558003249517,26.745198732715934
13,6.220921930110712,77.25948787703565,27.816367989436234
14,6.220921930110712,77.25948787703565,27.816367989436234
15,6.220921930110712,75.92537393704578,29.231246665987502
16,6.220921930110712,75.18353127041426,29.248871356773076
17,6.220921930110712,73.27236791078573,29.856200577629078
18,6.220921930110712,71.38222949403989,30.9669457770315
19,6.220921930110712,69.5900993599013,30.417191708387723
20,6.220921930110712,69.5900993599013,30.417191708387723
21,6.140294132939807,66.11544141157121,31.140034854987203
22,6.140294132939807,63.897382834186494,32.16766734723488
23,6.140294132939807,62.33009656715799,32.23471772356247
24,6.140294132939807,62.33009656715799,32.23471772356247
25,6.140294132939807,61.23711717212436,32.80795671390832
26,6.140294132939807,61.23711717212436,32.80795671390832
27,6.140294132939807,61.184285314128665,32.80287886863263
28,6.140294132939807,60.19470704571626,33.323419731499165
29,6.140294132939807,59.275858207627536,33.597978739681814
30,6.140294132939807,58.7741476094492,33.169124649866546
31,6.140294132939807,58.6866567606272,33.227411119680795
32,6.140294132939807,58.45806758765668,33.08945645465477
33,6.140294132939807,58.45806758765668,33.08945645465477
34,6.140294132939807,56.94937571410345,31.879045825860793
35,3.249855511476183,56.85533509953227,31.98643054626497
36,3.249855511476183,56.8337601881584,31.95844737844825
37,3.249855511476183,54.85363678193247,30.80095214446249
38,1.332508604060091,53.71228373685065,32.06457934163016
39,1.332508604060091,53.71228373685065,32.06457934163016
40,1.332508604060091,53.147290966569514,32.69525112437851
41,1.332508604060091,53.147290966569514,32.69525112437851
42,1.332508604060091,51.3162920414187,32.68836618601846
43,1.332508604060091,51.277550149795815,32.64696027620925
44,1.332508604060091,51.277550149795815,32.64696027620925
45,1.332508604060091,50.13197721823801,32.471130129175464
46,1.332508604060091,49.71072170819706,32.06132594781133
47,1.332508604060091,49.64195925590079,31.988726502562415
48,1.3085430566861687,49.64147994495331,31.989450526854593
49,1.071763153384707,47.73702491013381,32.41246313341124
50,1.071763153384707,47.73702491013381,32.41246313341124
51,1.071763153384707,47.638125113012165,32.4965734243891
52,1.071763153384707,44.037994127731565,32.91910241086995
53,0.8350133623373325,42.21608339075231,32.983802619703184
54,0.8350133623373325,42.21608339075231,32.983802619703184
55,0.8350133623373325,39.7940146576749,32.75102985342144
56,0.8350133623373325,37.832247093731624,32.72412766138453
57,0.8350133623373325,37.0494629773041,32.787915043065276
58,0.8350133623373325,37.0494629773041,32.787915043065276
59,0.8350133623373325,36.52913156117276,33.14190449998375
60,0.8350133623373325,34.90563309224719,33.17838827693699
61,0.8350133623373325,34.1776249957659,33.43713187600286
62,0.8350133623373325,33.19112064668151,33.51040915242268
63,0.8350133623373325,32.294775705519164,32.97473659680831
64,0.8350133623373325,32.19122932106952,32.98386719264117
65,0.8350133623373325,30.440489883199675,31.756692469971426
66,0.8350133623373325,29.266183548973572,31.41584704966891
67,0.8350133623373325,29.250150314730067,31.394122302891997
68,0.8350133623373325,28.992781169078086,31.54086689818967
69,0.8350133623373325,28.18891583734999,31.534606630890668
70,0.8350133623373325,27.415572006057115,31.81911300108492
