run,best,mean
1,3058.8259540837257,3121.443713769772
2,3048.432603430234,3097.4227350252672
3,3062.082074101506,3121.1434713181984
4,3078.2535237852107,3102.471564532397
5,3057.8065245199437,3125.5077569397617
