Run,Fitness,Time (s),Solution
1,0.00012524449871909347,0.0471,"[0.005004887585532636, 0.005004887585532636, -0.005004887585532636, -0.005004887585532636, -0.005004887585532636]"
2,0.00012524449871909347,0.0426,"[0.005004887585532636, -0.005004887585532636, -0.005004887585532636, -0.005004887585532636, -0.005004887585532636]"
3,0.00012524449871909347,0.0427,"[-0.005004887585532636, -0.005004887585532636, -0.005004887585532636, -0.005004887585532636, 0.005004887585532636]"
4,0.002129156478224669,0.0464,"[-0.005004887585532636, 0.04504398826979461, -0.005004887585532636, 0.005004887585532636, 0.005004887585532636]"
5,0.00012524449871909347,0.0426,"[0.005004887585532636, 0.005004887585532636, 0.005004887585532636, 0.005004887585532636, -0.005004887585532636]"
6,0.00012524449871909347,0.0434,"[-0.005004887585532636, 0.005004887585532636, 0.005004887585532636, -0.005004887585532636, -0.005004887585532636]"
7,0.00012524449871909347,0.0458,"[0.005004887585532636, 0.005004887585532636, -0.005004887585532636, 0.005004887585532636, -0.005004887585532636]"
8,0.00012524449871909347,0.0409,"[0.005004887585532636, -0.005004887585532636, 0.005004887585532636, 0.005004887585532636, 0.005004887585532636]"
9,0.00012524449871909347,0.0449,"[0.005004887585532636, 0.005004887585532636, -0.005004887585532636, -0.005004887585532636, 0.005004887585532636]"
10,0.0007264180925707422,0.0442,"[0.02502443792766318, 0.005004887585532636, -0.005004887585532636, -0.005004887585532636, -0.005004887585532636]"
