run,best,mean
1,6.0885236282683304e-05,0.8580238840549095
2,6.368304589841644e-05,0.5390848199608979
3,2.8864717155956728e-05,1.0082683690428573
4,6.620483462400996e-05,0.5723441211889585
5,8.319693556667529e-05,0.8597082945061262
6,4.040753511439525e-05,0.756077862157763
7,0.00010050321921755724,0.8435539816487424
8,5.9820652271197896e-05,1.5217377929045448
9,7.133975846626966e-05,0.7779014013552843
10,2.264566328344822e-05,0.5577681984351129
11,0.00023444455519119187,0.5691264339347901
12,7.700964189688534e-05,0.8067118023797036
13,0.0003251315210052205,1.2383169412985366
14,7.068181084622166e-05,0.47413990394546046
15,9.29469752926643e-05,0.8042698293892898
16,0.00010030043804740214,1.4738619958521333
17,3.849472901871748e-05,0.6512012874323778
18,8.352178904817938e-05,0.7849920741830916
19,7.586445965166434e-05,1.1161964145677228
20,5.989282261888592e-05,0.7533914914685581
