run,best,mean
1,-0.00014578394085668368,-1.204247091203127
2,-0.0006092703519249969,-2.855160080349905
3,-0.0003551305391890843,-3.6701179005019724
4,-7.807236303772363e-05,-2.0887806013440637
5,-4.6025602389489535e-05,-1.4586114478745977
6,-0.00016097428507653446,-1.4696583132799328
7,-6.636999391547882e-05,-2.6141491578879035
8,-0.0003474620293843482,-2.624459496398166
9,-0.00016683843963311248,-2.21701706834816
10,-0.0002055220232428108,-2.2199291813456727
11,-0.0003085007352840113,-2.3305732607475527
12,-0.00036834276836889403,-3.113910149834891
13,-4.7773690745679965e-05,-1.8015026604228803
14,-0.00025833164850526635,-2.660609991780008
15,-0.00022450246715995827,-3.1752238835492332
16,-4.975027990389946e-05,-3.133438154770648
17,-0.00032291631301147874,-1.943104433818463
18,-0.00016353776652848205,-2.2841565382008575
19,-8.447381872897442e-05,-2.0409053337543868
20,-0.00016016671212507391,-2.4443078813005825
