run,best,mean
1,-0.0004229752501965539,-2.7892330365629934
2,-8.370081653743374e-06,-2.251725833092599
3,-0.00031441581614619546,-2.5189945268262903
4,-0.00010478368717887328,-2.1730829608709397
5,-0.000211726258709272,-3.629958118382447
6,-0.00021912602257902655,-2.477477272207622
7,-9.408534829198788e-05,-2.5983761675049575
8,-0.0002659202402498528,-1.826750576040914
9,-0.00015343471228530328,-1.9763120716878502
10,-0.0001208950918102825,-2.1594606878497906
11,-0.00024186490414578483,-2.568175515131966
12,-0.00025931832183495227,-2.599362852813191
13,-0.000542216619904278,-2.56639143417729
14,-6.341493304234205e-05,-2.2933177901940556
15,-0.000308455912505648,-3.791747008482116
16,-0.00022822218555846062,-1.915386792080922
17,-0.00035195269957070014,-2.305474537663267
18,-0.0001262692475685045,-1.7356264907254695
19,-0.00036042840085644215,-2.6126405354451343
20,-8.40473347612268e-05,-3.2442254764168226
