run,best,mean
1,-21.341462736277688,-21.3657020525829
2,-34.92368115137004,-36.2327175851606
3,-31.293409782447554,-37.18343093015574
4,-27.58448563003059,-27.7061840897982
5,-30.18892355334122,-30.329400401644293
6,-25.084604038271095,-25.286502388211023
7,-23.845097341939876,-26.439893766756757
8,-37.79791387314005,-44.75523352434811
9,-22.202649734619435,-22.202649734619442
10,-18.817957111879615,-19.207918629134188
11,-19.69997178266027,-22.204574599092126
12,-23.481256529369986,-23.62119429740927
13,-30.938534334267775,-31.011158130738348
14,-22.056075420932594,-23.105152122102446
15,-8.14916367947539,-8.337827282372633
16,-27.724496702019668,-34.71888422863007
17,-28.017187290952553,-32.84314377360325
18,-31.53537784078179,-31.535377840781784
19,-18.23409080487654,-20.175176389459452
20,-36.12999873029041,-43.55276816121302
