run,best,mean
1,3007.3788515911097,3031.8172110912947
2,3007.1363143183676,3035.1522602938753
3,3007.162968107102,3035.1500096549466
4,3007.40530255308,3035.849429915909
5,3008.2165668123107,3033.0455280649007
