run,best,mean
1,0.12885891556091417,1.1339661936747787
2,0.21731773717886804,0.9590200680820391
3,0.1886492134411223,1.3022523237509642
4,0.23843182398226478,1.0661738402558125
5,0.24316912811691507,1.197716044905055
6,0.20138463472415286,0.7480398274908847
7,0.14705246550261603,1.0476411447531038
8,0.17005099535316617,0.8821453350259123
9,0.16361040437917224,1.3031173783178758
10,0.23320901572301828,0.886438270661999
11,0.18017619136288895,1.06890979675322
12,0.2719080827719711,1.213012752263858
13,0.14284980605812217,0.8703155955440116
14,0.1200853775474046,1.0550280567114676
15,0.074011577300805,0.8249279683545512
16,0.10498030498797412,0.8824238693372163
17,0.273165570572453,0.9864433156227121
18,0.19708100974315718,0.9659169476698029
19,0.1465579078517646,0.9011660710392035
20,0.15086414791891017,1.3046376210949964
