run,best,mean
1,-1.668289505555325e-05,-2.258347656409189
2,-3.299972152653558e-05,-2.1029305608713584
3,-1.9579972419670767e-05,-1.5020054466304738
4,-4.203065305830334e-05,-1.599588730972777
5,-9.447845359498655e-05,-1.3653668288600838
6,-6.8554532155026235e-06,-1.5901420151982824
7,-2.2782416882340903e-05,-1.6721445206848196
8,-5.318923604814478e-05,-1.7053970923329185
9,-8.856585229074617e-05,-1.914858098288823
10,-0.0001527913623643614,-1.7849243913027804
11,-6.163098646345457e-05,-2.1377369142579634
12,-0.00014804987535439238,-1.114211345293351
13,-8.716266090890696e-06,-2.100763100501277
14,-0.0002110420914497359,-1.6114489677484554
15,-2.1331112539487975e-05,-1.1282179248617392
16,-1.3357426371417845e-05,-1.8068810679185667
17,-4.065759784236436e-06,-1.7618806251126142
18,-4.5241299135733635e-05,-1.7803122025248408
19,-0.00013076888231052582,-1.128947256972881
20,-6.594064891932687e-05,-1.6978742191133278
