run,best,mean
1,3223.284429827845,3330.820142898969
2,3173.77857016584,3276.8994939826034
3,3168.137162693181,3276.9755886681105
4,3159.8342394219258,3250.1623672869655
5,3146.882105828752,3227.5525708236833
