run,best,mean
1,-0.0006129549802899746,-1.9042538642531963
2,-0.00025085261133028585,-0.5119873318578887
3,-0.0002150522894155698,-0.8183518359343581
4,-0.0002898627478335377,-1.45106279216508
5,-0.003765186382516087,-3.003664220181876
6,-0.0002650634434011118,-1.921735646985365
7,-0.0002816491545407163,-0.6500205018338466
8,-0.0002847354321002661,-1.2245549222448178
9,-0.00012078801089342582,-1.5049672444456275
10,-0.000606011502659897,-1.7230511715654
11,-0.00026074059781522384,-0.7684512437574081
12,-0.00030368680871849886,-1.7103334841201119
13,-0.0008067455084368757,-1.8632566633945298
14,-0.0005797343619103938,-1.932674658586072
15,-0.00043801816432639665,-1.534753898819343
16,-0.00018279268793740619,-1.0235395254186475
17,-0.0003434233266099893,-1.111032009046544
18,-0.00012187670964223039,-0.9223311198846561
19,-0.00018619899702981637,-1.5897900950009503
20,-4.693049586927512e-05,-0.9120651467830789
