run,best,mean
1,3123.0096086530366,3203.752560656113
2,3245.819960226273,3322.609845267932
3,3080.330723275816,3169.66608391982
4,3352.1610815628364,3514.8655316828176
5,3096.3997490801107,3162.6789309412193
