run,best,mean
1,-0.06822725140202134,-1.0807016543053745
2,-0.03938782805683795,-0.3896276830414538
3,-0.08492687049712055,-0.6499743738960342
4,-0.03761354030131494,-0.8237122022714098
5,-0.13904634174469718,-0.5324499452172378
6,-0.07306787870013025,-0.8436339058434286
7,-0.07549545020370112,-0.7521821291033014
8,-0.08538159227831461,-0.9410704379861451
9,-0.06523907281338834,-0.7780355786198998
10,-0.05948611291318445,-0.7265740049904709
11,-0.02909179271548979,-0.6931128369540444
12,-0.08662858928267886,-0.6400020234674669
13,-0.054561458650947144,-0.5221384311099709
14,-0.06058186684462298,-0.807550124970573
15,-0.0787016775654602,-0.8102544951011024
16,-0.07832872295878122,-0.8301113262981544
17,-0.058783989197969407,-0.8002618714662207
18,-0.02996849617855171,-0.613233364827256
19,-0.027227500324202063,-0.8060530075738337
20,-0.04996698222312888,-0.7924323957831214
