run,best,mean
1,3084.9715593264177,3107.9963074612074
2,3066.6990650540656,3095.143079823901
3,3178.2175775962587,3202.1842530515155
4,3043.17145635006,3060.4859993785776
5,3043.9197960111087,3058.928453987995
