run,best,mean
1,-7.6258327976762095e-06,-1.7653299198577788
2,-1.5398293301173466e-05,-2.0448400246132765
3,-1.3311077711239753e-05,-2.038760785776387
4,-3.5680123672688366e-05,-1.3025452375285698
5,-1.3701512721072982e-05,-1.122124070717124
6,-2.4287890029676363e-05,-2.3392296795743057
7,-1.7372784371906292e-05,-1.559135995704075
8,-1.879986534091554e-05,-2.00679025185545
9,-2.833419482073876e-06,-1.5888387392735461
10,-6.810248966684064e-06,-1.2228650785812347
11,-1.0509940166353492e-05,-1.3865114902556528
12,-4.875635863558873e-05,-1.9976807217282906
13,-1.8698203464886076e-05,-1.5873098325737234
14,-6.832612672056867e-07,-1.132561559357746
15,-4.808210960785506e-05,-2.0452143014411357
16,-5.223727652978494e-05,-2.018635461662017
17,-4.297503085136635e-06,-1.7613091028791295
18,-1.029345568361308e-05,-1.8392680200143654
19,-5.7205786143792095e-06,-1.7250145157579484
20,-4.76499512670957e-06,-2.2882197151185224
