run,best,mean
1,-0.00068704054267926,-3.461139776000895
2,-0.002556544459425402,-3.4044711915526316
3,-0.0001342927156308164,-2.3476055414288894
4,-6.771086256184808e-05,-2.5557749521439064
5,-0.00018231183492995392,-1.230580382845367
6,-0.00021439235571338875,-2.2227747028041676
7,-0.001169853772837103,-3.916478886417427
8,-0.00036345250788181105,-2.205171727074033
9,-0.0008704557332140205,-2.305907503718608
10,-0.0027162648034353525,-3.2015852262360722
11,-0.0005808130375151908,-3.6102535861150034
12,-0.0007692798505391545,-2.1050513332179666
13,-0.0001859272211592144,-0.9169151971159033
14,-0.0006740705472378317,-1.877214615746503
15,-0.0017953194052096374,-2.310003967202337
16,-0.0001741109831064184,-2.4232663934842487
17,-0.0006936037418430898,-2.993337022441829
18,-0.0009524314449901555,-4.182852090969365
19,-0.0038896875661577806,-3.2492201580463913
20,-0.003445914594484214,-4.3418040649079135
