run,best,mean
1,-0.0003339574031014613,-2.1446556885322017
2,-2.084321182861843e-05,-2.288220252385664
3,-6.245686999670712e-05,-2.972270178456258
4,-0.00024194310558890654,-3.041242768937257
5,-6.815260534777306e-05,-3.281436737143214
6,-0.00010104718408038877,-2.4407982595034245
7,-0.00013293716037194767,-2.324404819700031
8,-0.0007957151808067154,-1.9044262004357433
9,-1.6093904674337952e-05,-1.862762995963481
10,-0.00025544601525479373,-1.9467928651037418
11,-0.00018612749314769013,-1.3770696295859326
12,-0.0001985184164396624,-2.018809735421115
13,-4.647325796744481e-05,-1.972454549928034
14,-0.0019652311138728894,-1.944346526561974
15,-0.00018865988475760007,-1.9265222466096625
16,-8.391477377841196e-05,-3.0893264437693806
17,-0.0003587882686388065,-1.1186159910293847
18,-0.00020409437006811584,-1.7836809184010547
19,-0.00017323836944251769,-1.2014318581040033
20,-8.171063749428481e-05,-2.405608616182674
